endpoint,year,session_key,manifest_status,manifest_record_count,manifest_output_path,file_exists,file_path,file_row_count,row_count_delta,reconciliation_status,issue_type,notes
laps,2025,9939.0,success,879,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9939.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9939.jsonl,879.0,0.0,matched,none,
laps,2025,9947.0,success,827,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9947.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9947.jsonl,827.0,0.0,matched,none,
laps,2025,9955.0,success,1128,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9955.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9955.jsonl,1128.0,0.0,matched,none,
laps,2025,9963.0,success,1349,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9963.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9963.jsonl,1349.0,0.0,matched,none,
laps,2025,9971.0,success,1204,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9971.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9971.jsonl,1204.0,0.0,matched,none,
laps,2025,9979.0,success,1425,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9979.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9979.jsonl,1425.0,0.0,matched,none,
laps,2025,9987.0,success,1207,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9987.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9987.jsonl,1207.0,0.0,matched,none,
laps,2025,9993.0,success,380,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9993.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9993.jsonl,380.0,0.0,matched,none,
laps,2025,9998.0,success,1066,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9998.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9998.jsonl,1066.0,0.0,matched,none,
laps,2025,10006.0,success,1059,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10006.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10006.jsonl,1059.0,0.0,matched,none,
laps,2025,10014.0,success,1129,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10014.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10014.jsonl,1129.0,0.0,matched,none,
laps,2025,10022.0,success,899,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10022.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10022.jsonl,899.0,0.0,matched,none,
laps,2025,10028.0,success,341,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10028.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10028.jsonl,341.0,0.0,matched,none,
laps,2025,10033.0,success,559,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10033.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10033.jsonl,559.0,0.0,matched,none,
meetings,2023,,success,24,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2023/meetings.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2023/meetings.jsonl,24.0,0.0,matched,none,
meetings,2024,,success,25,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2024/meetings.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2024/meetings.jsonl,25.0,0.0,matched,none,
meetings,2025,,success,25,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2025/meetings.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/meetings/year=2025/meetings.jsonl,25.0,0.0,matched,none,
pit,2023,9102.0,success,43,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9102.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9102.jsonl,43.0,0.0,matched,none,
pit,2023,9110.0,success,33,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9110.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9110.jsonl,33.0,0.0,matched,none,
pit,2023,9117.0,success,11,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9117.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9117.jsonl,11.0,0.0,matched,none,
pit,2023,9118.0,success,63,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9118.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9118.jsonl,63.0,0.0,matched,none,
pit,2023,9126.0,success,24,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9126.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9126.jsonl,24.0,0.0,matched,none,
pit,2023,9133.0,success,36,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9133.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9133.jsonl,36.0,0.0,matched,none,
pit,2023,9140.0,success,10,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9140.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9140.jsonl,10.0,0.0,matched,none,
pit,2023,9141.0,success,37,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9141.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9141.jsonl,37.0,0.0,matched,none,
pit,2023,9149.0,success,101,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9149.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9149.jsonl,101.0,0.0,matched,none,
pit,2023,9157.0,success,25,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9157.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9157.jsonl,25.0,0.0,matched,none,
pit,2023,9165.0,success,25,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9165.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9165.jsonl,25.0,0.0,matched,none,
pit,2023,9173.0,success,43,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9173.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9173.jsonl,43.0,0.0,matched,none,
pit,2023,9181.0,success,38,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9181.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9181.jsonl,38.0,0.0,matched,none,
pit,2023,9189.0,success,31,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9189.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9189.jsonl,31.0,0.0,matched,none,
pit,2023,9197.0,success,37,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9197.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9197.jsonl,37.0,0.0,matched,none,
pit,2023,9205.0,success,67,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9205.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9205.jsonl,67.0,0.0,matched,none,
pit,2023,9213.0,success,36,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9213.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9213.jsonl,36.0,0.0,matched,none,
pit,2023,9220.0,success,3,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9220.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9220.jsonl,3.0,0.0,matched,none,
pit,2023,9221.0,success,54,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9221.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9221.jsonl,54.0,0.0,matched,none,
pit,2024,9472.0,success,43,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9472.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9472.jsonl,43.0,0.0,matched,none,
pit,2024,9480.0,success,19,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9480.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9480.jsonl,19.0,0.0,matched,none,
pit,2024,9488.0,success,36,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9488.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9488.jsonl,36.0,0.0,matched,none,
pit,2024,9496.0,success,54,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9496.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9496.jsonl,54.0,0.0,matched,none,
pit,2024,9506.0,success,37,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9506.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9506.jsonl,37.0,0.0,matched,none,
pit,2024,9507.0,success,28,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9507.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9507.jsonl,28.0,0.0,matched,none,
pit,2024,9515.0,success,27,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9515.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9515.jsonl,27.0,0.0,matched,none,
pit,2024,9523.0,success,23,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9523.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9523.jsonl,23.0,0.0,matched,none,
pit,2024,9531.0,success,42,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9531.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9531.jsonl,42.0,0.0,matched,none,
pit,2024,9539.0,success,42,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9539.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9539.jsonl,42.0,0.0,matched,none,
pit,2024,9550.0,success,45,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9550.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9550.jsonl,45.0,0.0,matched,none,
pit,2024,9558.0,success,45,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9558.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9558.jsonl,45.0,0.0,matched,none,
pit,2024,9566.0,success,40,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9566.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9566.jsonl,40.0,0.0,matched,none,
pit,2024,9574.0,success,34,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9574.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9574.jsonl,34.0,0.0,matched,none,
pit,2024,9582.0,success,26,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9582.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9582.jsonl,26.0,0.0,matched,none,
pit,2024,9590.0,success,30,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9590.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9590.jsonl,30.0,0.0,matched,none,
pit,2024,9598.0,success,22,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9598.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9598.jsonl,22.0,0.0,matched,none,
pit,2024,9606.0,success,23,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9606.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9606.jsonl,23.0,0.0,matched,none,
pit,2024,9617.0,success,23,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9617.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9617.jsonl,23.0,0.0,matched,none,
pit,2024,9625.0,success,21,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9625.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9625.jsonl,21.0,0.0,matched,none,
pit,2024,9636.0,success,35,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9636.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9636.jsonl,35.0,0.0,matched,none,
pit,2024,9644.0,success,39,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9644.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9644.jsonl,39.0,0.0,matched,none,
pit,2024,9654.0,success,2,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9654.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9654.jsonl,2.0,0.0,matched,none,
pit,2024,9655.0,success,60,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9655.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9655.jsonl,60.0,0.0,matched,none,
pit,2024,9662.0,success,28,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9662.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9662.jsonl,28.0,0.0,matched,none,
pit,2024,9672.0,success,1,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9672.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9672.jsonl,1.0,0.0,matched,none,
pit,2024,9673.0,success,40,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9673.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9673.jsonl,40.0,0.0,matched,none,
pit,2025,9693.0,success,82,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9693.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9693.jsonl,82.0,0.0,matched,none,
pit,2025,9839.0,success,27,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9839.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9839.jsonl,27.0,0.0,matched,none,
pit,2025,9845.0,success,3,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9845.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9845.jsonl,3.0,0.0,matched,none,
pit,2025,9850.0,success,41,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9850.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9850.jsonl,41.0,0.0,matched,none,
pit,2025,9858.0,success,23,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9858.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9858.jsonl,23.0,0.0,matched,none,
pit,2025,9864.0,success,19,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9864.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9864.jsonl,19.0,0.0,matched,none,
pit,2025,9869.0,success,37,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9869.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9869.jsonl,37.0,0.0,matched,none,
pit,2025,9877.0,success,27,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9877.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9877.jsonl,27.0,0.0,matched,none,
pit,2025,9883.0,success,3,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9883.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9883.jsonl,3.0,0.0,matched,none,
pit,2025,9888.0,success,21,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9888.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9888.jsonl,21.0,0.0,matched,none,
pit,2025,9896.0,success,23,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9896.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9896.jsonl,23.0,0.0,matched,none,
pit,2025,9904.0,success,21,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9904.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9904.jsonl,21.0,0.0,matched,none,
pit,2025,9912.0,success,19,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9912.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9912.jsonl,19.0,0.0,matched,none,
pit,2025,9920.0,success,40,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9920.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9920.jsonl,40.0,0.0,matched,none,
pit,2025,9928.0,success,29,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9928.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9928.jsonl,29.0,0.0,matched,none,
pit,2025,9939.0,success,26,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9939.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9939.jsonl,26.0,0.0,matched,none,
pit,2025,9947.0,success,35,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9947.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9947.jsonl,35.0,0.0,matched,none,
pit,2025,9955.0,success,32,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9955.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9955.jsonl,32.0,0.0,matched,none,
pit,2025,9963.0,success,82,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9963.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9963.jsonl,82.0,0.0,matched,none,
pit,2025,9971.0,success,54,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9971.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9971.jsonl,54.0,0.0,matched,none,
pit,2025,9979.0,success,40,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9979.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9979.jsonl,40.0,0.0,matched,none,
pit,2025,9987.0,success,37,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9987.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9987.jsonl,37.0,0.0,matched,none,
pit,2025,9993.0,success,1,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9993.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9993.jsonl,1.0,0.0,matched,none,
pit,2025,9998.0,success,25,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9998.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9998.jsonl,25.0,0.0,matched,none,
pit,2025,10006.0,success,21,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10006.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10006.jsonl,21.0,0.0,matched,none,
pit,2025,10014.0,success,42,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10014.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10014.jsonl,42.0,0.0,matched,none,
pit,2025,10022.0,success,19,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10022.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10022.jsonl,19.0,0.0,matched,none,
pit,2025,10028.0,success,20,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10028.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10028.jsonl,20.0,0.0,matched,none,
pit,2025,10033.0,success,18,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10033.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10033.jsonl,18.0,0.0,matched,none,
position,2023,7779.0,success,343,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7779.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7779.jsonl,343.0,0.0,matched,none,
position,2023,7787.0,success,479,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7787.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7787.jsonl,479.0,0.0,matched,none,
position,2023,7953.0,success,666,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7953.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=7953.jsonl,666.0,0.0,matched,none,
position,2023,9069.0,success,98,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9069.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9069.jsonl,98.0,0.0,matched,none,
position,2023,9070.0,success,325,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9070.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9070.jsonl,325.0,0.0,matched,none,
position,2023,9078.0,success,430,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9078.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9078.jsonl,430.0,0.0,matched,none,
position,2023,9094.0,success,300,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9094.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9094.jsonl,300.0,0.0,matched,none,
position,2023,9102.0,success,705,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9102.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9102.jsonl,705.0,0.0,matched,none,
position,2023,9110.0,success,346,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9110.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9110.jsonl,346.0,0.0,matched,none,
position,2023,9117.0,success,306,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9117.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9117.jsonl,306.0,0.0,matched,none,
position,2023,9118.0,success,532,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9118.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9118.jsonl,532.0,0.0,matched,none,
position,2023,9126.0,success,305,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9126.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9126.jsonl,305.0,0.0,matched,none,
position,2023,9133.0,success,464,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9133.jsonl,True,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/position/year=2023/session_key=9133.jsonl,464.0,0.0,matched,none,
