session_key,row_count
9149,101
9963,82
9693,82
9205,67
9118,63
9655,60
9971,54
9221,54
9496,54
9558,45
9550,45
9102,43
9173,43
9472,43
9531,42
10014,42
9539,42
9850,41
9920,40
9673,40
