endpoint,year,session_key,output_path,record_count,status,error_message,ingestion_timestamp_utc
laps,2025,9845,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9845.jsonl,380,success,,2026-05-19T17:45:05+00:00
laps,2025,9850,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9850.jsonl,1070,success,,2026-05-19T17:45:06+00:00
laps,2025,9858,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9858.jsonl,888,success,,2026-05-19T17:45:06+00:00
laps,2025,9864,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9864.jsonl,444,success,,2026-05-19T17:45:07+00:00
laps,2025,9869,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9869.jsonl,1252,success,,2026-05-19T17:45:08+00:00
laps,2025,9877,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9877.jsonl,1266,success,,2026-05-19T17:45:08+00:00
laps,2025,9883,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9883.jsonl,320,success,,2026-05-19T17:45:09+00:00
laps,2025,9888,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9888.jsonl,1067,success,,2026-05-19T17:45:09+00:00
laps,2025,9896,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9896.jsonl,1229,success,,2026-05-19T17:45:10+00:00
laps,2025,9904,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9904.jsonl,968,success,,2026-05-19T17:45:11+00:00
laps,2025,9912,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9912.jsonl,976,success,,2026-05-19T17:45:11+00:00
laps,2025,9920,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9920.jsonl,1365,success,,2026-05-19T17:45:12+00:00
laps,2025,9928,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9928.jsonl,1369,success,,2026-05-19T17:45:12+00:00
laps,2025,9934,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9934.jsonl,298,success,,2026-05-19T17:45:13+00:00
laps,2025,9939,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9939.jsonl,879,success,,2026-05-19T17:45:13+00:00
laps,2025,9947,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9947.jsonl,827,success,,2026-05-19T17:45:14+00:00
laps,2025,9955,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9955.jsonl,1128,success,,2026-05-19T17:45:15+00:00
laps,2025,9963,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9963.jsonl,1349,success,,2026-05-19T17:45:15+00:00
laps,2025,9971,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9971.jsonl,1204,success,,2026-05-19T17:45:16+00:00
laps,2025,9979,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9979.jsonl,1425,success,,2026-05-19T17:45:17+00:00
laps,2025,9987,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9987.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 9987},2026-05-19T17:45:22+00:00
laps,2025,9993,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9993.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 9993},2026-05-19T17:45:27+00:00
laps,2025,9998,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=9998.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 9998},2026-05-19T17:45:33+00:00
laps,2025,10006,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10006.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 10006},2026-05-19T17:45:38+00:00
laps,2025,10014,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10014.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 10014},2026-05-19T17:45:43+00:00
laps,2025,10022,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10022.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 10022},2026-05-19T17:45:49+00:00
laps,2025,10028,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10028.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 10028},2026-05-19T17:45:54+00:00
laps,2025,10033,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/laps/year=2025/session_key=10033.jsonl,0,failed,HTTP 429 rate limit for laps params={'session_key': 10033},2026-05-19T17:45:59+00:00
pit,2023,7779,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=7779.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 7779}: {""detail"":""No results found.""}",2026-05-19T17:46:00+00:00
pit,2023,7787,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=7787.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 7787}: {""detail"":""No results found.""}",2026-05-19T17:46:00+00:00
pit,2023,7953,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=7953.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 7953}: {""detail"":""No results found.""}",2026-05-19T17:46:00+00:00
pit,2023,9069,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9069.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9069}: {""detail"":""No results found.""}",2026-05-19T17:46:01+00:00
pit,2023,9070,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9070.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9070}: {""detail"":""No results found.""}",2026-05-19T17:46:01+00:00
pit,2023,9078,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9078.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9078}: {""detail"":""No results found.""}",2026-05-19T17:46:01+00:00
pit,2023,9086,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9086.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9086}: {""detail"":""No results found.""}",2026-05-19T17:46:02+00:00
pit,2023,9094,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9094.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9094}: {""detail"":""No results found.""}",2026-05-19T17:46:02+00:00
pit,2023,9102,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9102.jsonl,43,success,,2026-05-19T17:46:03+00:00
pit,2023,9110,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9110.jsonl,33,success,,2026-05-19T17:46:03+00:00
pit,2023,9117,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9117.jsonl,11,success,,2026-05-19T17:46:03+00:00
pit,2023,9118,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9118.jsonl,63,success,,2026-05-19T17:46:04+00:00
pit,2023,9126,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9126.jsonl,24,success,,2026-05-19T17:46:04+00:00
pit,2023,9133,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9133.jsonl,36,success,,2026-05-19T17:46:04+00:00
pit,2023,9140,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9140.jsonl,10,success,,2026-05-19T17:46:05+00:00
pit,2023,9141,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9141.jsonl,37,success,,2026-05-19T17:46:05+00:00
pit,2023,9149,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9149.jsonl,101,success,,2026-05-19T17:46:06+00:00
pit,2023,9157,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9157.jsonl,25,success,,2026-05-19T17:46:06+00:00
pit,2023,9165,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9165.jsonl,25,success,,2026-05-19T17:46:06+00:00
pit,2023,9173,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9173.jsonl,43,success,,2026-05-19T17:46:07+00:00
pit,2023,9181,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9181.jsonl,38,success,,2026-05-19T17:46:07+00:00
pit,2023,9189,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9189.jsonl,31,success,,2026-05-19T17:46:07+00:00
pit,2023,9197,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9197.jsonl,37,success,,2026-05-19T17:46:08+00:00
pit,2023,9204,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9204.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9204}: {""detail"":""No results found.""}",2026-05-19T17:46:08+00:00
pit,2023,9205,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9205.jsonl,67,success,,2026-05-19T17:46:09+00:00
pit,2023,9212,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9212.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9212}: {""detail"":""No results found.""}",2026-05-19T17:46:09+00:00
pit,2023,9213,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9213.jsonl,36,success,,2026-05-19T17:46:09+00:00
pit,2023,9220,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9220.jsonl,3,success,,2026-05-19T17:46:10+00:00
pit,2023,9221,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2023/session_key=9221.jsonl,54,success,,2026-05-19T17:46:10+00:00
pit,2024,9472,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9472.jsonl,43,success,,2026-05-19T17:46:10+00:00
pit,2024,9480,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9480.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9480},2026-05-19T17:46:16+00:00
pit,2024,9488,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9488.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9488},2026-05-19T17:46:21+00:00
pit,2024,9496,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9496.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9496},2026-05-19T17:46:26+00:00
pit,2024,9506,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9506.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9506},2026-05-19T17:46:32+00:00
pit,2024,9507,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9507.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9507},2026-05-19T17:46:37+00:00
pit,2024,9515,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9515.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9515},2026-05-19T17:46:42+00:00
pit,2024,9523,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9523.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9523},2026-05-19T17:46:48+00:00
pit,2024,9531,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9531.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9531},2026-05-19T17:46:53+00:00
pit,2024,9539,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9539.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9539},2026-05-19T17:46:58+00:00
pit,2024,9549,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9549.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9549}: {""detail"":""No results found.""}",2026-05-19T17:47:00+00:00
pit,2024,9550,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9550.jsonl,45,success,,2026-05-19T17:47:00+00:00
pit,2024,9558,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9558.jsonl,45,success,,2026-05-19T17:47:01+00:00
pit,2024,9566,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9566.jsonl,40,success,,2026-05-19T17:47:01+00:00
pit,2024,9574,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9574.jsonl,34,success,,2026-05-19T17:47:01+00:00
pit,2024,9582,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9582.jsonl,26,success,,2026-05-19T17:47:02+00:00
pit,2024,9590,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9590.jsonl,30,success,,2026-05-19T17:47:02+00:00
pit,2024,9598,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9598.jsonl,22,success,,2026-05-19T17:47:02+00:00
pit,2024,9606,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9606.jsonl,23,success,,2026-05-19T17:47:03+00:00
pit,2024,9616,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9616.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9616}: {""detail"":""No results found.""}",2026-05-19T17:47:03+00:00
pit,2024,9617,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9617.jsonl,23,success,,2026-05-19T17:47:04+00:00
pit,2024,9625,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9625.jsonl,21,success,,2026-05-19T17:47:04+00:00
pit,2024,9635,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9635.jsonl,0,failed,"HTTP 404 for pit params={'session_key': 9635}: {""detail"":""No results found.""}",2026-05-19T17:47:04+00:00
pit,2024,9636,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9636.jsonl,35,success,,2026-05-19T17:47:05+00:00
pit,2024,9644,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9644.jsonl,39,success,,2026-05-19T17:47:05+00:00
pit,2024,9654,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9654.jsonl,2,success,,2026-05-19T17:47:05+00:00
pit,2024,9655,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9655.jsonl,60,success,,2026-05-19T17:47:06+00:00
pit,2024,9662,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9662.jsonl,28,success,,2026-05-19T17:47:06+00:00
pit,2024,9672,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9672.jsonl,1,success,,2026-05-19T17:47:07+00:00
pit,2024,9673,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2024/session_key=9673.jsonl,40,success,,2026-05-19T17:47:07+00:00
pit,2025,9693,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9693.jsonl,82,success,,2026-05-19T17:47:07+00:00
pit,2025,9839,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9839.jsonl,27,success,,2026-05-19T17:47:08+00:00
pit,2025,9845,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9845.jsonl,3,success,,2026-05-19T17:47:08+00:00
pit,2025,9850,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9850.jsonl,41,success,,2026-05-19T17:47:08+00:00
pit,2025,9858,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9858.jsonl,23,success,,2026-05-19T17:47:09+00:00
pit,2025,9864,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9864.jsonl,19,success,,2026-05-19T17:47:09+00:00
pit,2025,9869,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9869.jsonl,37,success,,2026-05-19T17:47:10+00:00
pit,2025,9877,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9877.jsonl,27,success,,2026-05-19T17:47:10+00:00
pit,2025,9883,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9883.jsonl,3,success,,2026-05-19T17:47:10+00:00
pit,2025,9888,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9888.jsonl,21,success,,2026-05-19T17:47:11+00:00
pit,2025,9896,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9896.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9896},2026-05-19T17:47:16+00:00
pit,2025,9904,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9904.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9904},2026-05-19T17:47:21+00:00
pit,2025,9912,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9912.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9912},2026-05-19T17:47:27+00:00
pit,2025,9920,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9920.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9920},2026-05-19T17:47:32+00:00
pit,2025,9928,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9928.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9928},2026-05-19T17:47:37+00:00
pit,2025,9934,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9934.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9934},2026-05-19T17:47:43+00:00
pit,2025,9939,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9939.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9939},2026-05-19T17:47:48+00:00
pit,2025,9947,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9947.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9947},2026-05-19T17:47:53+00:00
pit,2025,9955,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9955.jsonl,0,failed,HTTP 429 rate limit for pit params={'session_key': 9955},2026-05-19T17:47:59+00:00
pit,2025,9963,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9963.jsonl,82,success,,2026-05-19T17:48:00+00:00
pit,2025,9971,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9971.jsonl,54,success,,2026-05-19T17:48:01+00:00
pit,2025,9979,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9979.jsonl,40,success,,2026-05-19T17:48:01+00:00
pit,2025,9987,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9987.jsonl,37,success,,2026-05-19T17:48:01+00:00
pit,2025,9993,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9993.jsonl,1,success,,2026-05-19T17:48:02+00:00
pit,2025,9998,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=9998.jsonl,25,success,,2026-05-19T17:48:02+00:00
pit,2025,10006,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10006.jsonl,21,success,,2026-05-19T17:48:02+00:00
pit,2025,10014,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10014.jsonl,42,success,,2026-05-19T17:48:03+00:00
pit,2025,10022,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10022.jsonl,19,success,,2026-05-19T17:48:03+00:00
pit,2025,10028,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10028.jsonl,20,success,,2026-05-19T17:48:03+00:00
pit,2025,10033,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/pit/year=2025/session_key=10033.jsonl,18,success,,2026-05-19T17:48:04+00:00
weather,2023,7779,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=7779.jsonl,148,success,,2026-05-19T17:48:04+00:00
weather,2023,7787,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=7787.jsonl,222,success,,2026-05-19T17:48:05+00:00
weather,2023,7953,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=7953.jsonl,161,success,,2026-05-19T17:48:05+00:00
weather,2023,9069,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9069.jsonl,82,success,,2026-05-19T17:48:05+00:00
weather,2023,9070,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9070.jsonl,160,success,,2026-05-19T17:48:06+00:00
weather,2023,9078,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9078.jsonl,155,success,,2026-05-19T17:48:06+00:00
weather,2023,9086,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9086.jsonl,0,failed,"HTTP 404 for weather params={'session_key': 9086}: {""detail"":""No results found.""}",2026-05-19T17:48:07+00:00
weather,2023,9094,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9094.jsonl,176,success,,2026-05-19T17:48:07+00:00
weather,2023,9102,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9102.jsonl,154,success,,2026-05-19T17:48:07+00:00
weather,2023,9110,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9110.jsonl,162,success,,2026-05-19T17:48:08+00:00
weather,2023,9117,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9117.jsonl,97,success,,2026-05-19T17:48:08+00:00
weather,2023,9118,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9118.jsonl,153,success,,2026-05-19T17:48:08+00:00
weather,2023,9126,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9126.jsonl,151,success,,2026-05-19T17:48:09+00:00
weather,2023,9133,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9133.jsonl,164,success,,2026-05-19T17:48:09+00:00
weather,2023,9140,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9140.jsonl,120,success,,2026-05-19T17:48:10+00:00
weather,2023,9141,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9141.jsonl,150,success,,2026-05-19T17:48:10+00:00
weather,2023,9149,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9149.jsonl,209,success,,2026-05-19T17:48:10+00:00
weather,2023,9157,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9157.jsonl,156,success,,2026-05-19T17:48:11+00:00
weather,2023,9165,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9165.jsonl,176,success,,2026-05-19T17:48:11+00:00
weather,2023,9173,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9173.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9173},2026-05-19T17:48:16+00:00
weather,2023,9181,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9181.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9181},2026-05-19T17:48:22+00:00
weather,2023,9189,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9189.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9189},2026-05-19T17:48:27+00:00
weather,2023,9197,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9197.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9197},2026-05-19T17:48:32+00:00
weather,2023,9204,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9204.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9204},2026-05-19T17:48:38+00:00
weather,2023,9205,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9205.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9205},2026-05-19T17:48:43+00:00
weather,2023,9212,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9212.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9212},2026-05-19T17:48:48+00:00
weather,2023,9213,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9213.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9213},2026-05-19T17:48:54+00:00
weather,2023,9220,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9220.jsonl,0,failed,HTTP 429 rate limit for weather params={'session_key': 9220},2026-05-19T17:48:59+00:00
weather,2023,9221,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9221.jsonl,159,success,,2026-05-19T17:49:01+00:00
weather,2024,9472,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9472.jsonl,157,success,,2026-05-19T17:49:01+00:00
weather,2024,9480,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9480.jsonl,146,success,,2026-05-19T17:49:01+00:00
weather,2024,9488,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9488.jsonl,144,success,,2026-05-19T17:49:02+00:00
weather,2024,9496,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9496.jsonl,181,success,,2026-05-19T17:49:02+00:00
weather,2024,9506,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9506.jsonl,82,success,,2026-05-19T17:49:02+00:00
weather,2024,9507,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9507.jsonl,150,success,,2026-05-19T17:49:03+00:00
weather,2024,9515,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9515.jsonl,143,success,,2026-05-19T17:49:03+00:00
