endpoint,year,session_key,output_path,record_count,status,error_message,ingestion_timestamp_utc,previous_status,previous_error_message,retry_attempt
race_control,2025,9939,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9939.jsonl,117,success,,2026-05-19T20:57:22+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9939},1
race_control,2025,9947,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9947.jsonl,158,success,,2026-05-19T20:57:28+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9947},1
race_control,2025,9955,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9955.jsonl,119,success,,2026-05-19T20:57:35+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9955},1
race_control,2025,9963,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9963.jsonl,98,success,,2026-05-19T20:57:41+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9963},1
race_control,2025,9971,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9971.jsonl,102,success,,2026-05-19T20:57:47+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9971},1
race_control,2025,9979,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9979.jsonl,198,success,,2026-05-19T20:57:53+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9979},1
race_control,2025,9987,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9987.jsonl,46,success,,2026-05-19T20:57:59+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9987},1
race_control,2025,9993,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9993.jsonl,29,success,,2026-05-19T20:58:05+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9993},1
race_control,2025,9998,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/race_control/year=2025/session_key=9998.jsonl,58,success,,2026-05-19T20:58:11+00:00,failed,HTTP 429 rate limit for race_control params={'session_key': 9998},1
session_result,2023,9086,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2023/session_key=9086.jsonl,0,failed,"HTTP 404 for session_result params={'session_key': 9086}: {""detail"":""No results found.""}",2026-05-19T20:58:17+00:00,failed,"HTTP 404 for session_result params={'session_key': 9086}: {""detail"":""No results found.""}",1
session_result,2023,9212,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2023/session_key=9212.jsonl,20,success,,2026-05-19T20:58:24+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9212},1
session_result,2023,9213,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2023/session_key=9213.jsonl,20,success,,2026-05-19T20:58:30+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9213},1
session_result,2023,9220,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2023/session_key=9220.jsonl,20,success,,2026-05-19T20:58:36+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9220},1
session_result,2023,9221,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2023/session_key=9221.jsonl,20,success,,2026-05-19T20:58:42+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9221},1
session_result,2024,9472,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2024/session_key=9472.jsonl,20,success,,2026-05-19T20:58:48+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9472},1
session_result,2024,9480,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2024/session_key=9480.jsonl,20,success,,2026-05-19T20:58:54+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9480},1
session_result,2024,9488,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2024/session_key=9488.jsonl,19,success,,2026-05-19T20:59:00+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9488},1
session_result,2024,9496,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2024/session_key=9496.jsonl,20,success,,2026-05-19T20:59:06+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9496},1
session_result,2024,9506,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2024/session_key=9506.jsonl,20,success,,2026-05-19T20:59:13+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9506},1
session_result,2025,9864,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9864.jsonl,20,success,,2026-05-19T20:59:19+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9864},1
session_result,2025,9869,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9869.jsonl,20,success,,2026-05-19T20:59:25+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9869},1
session_result,2025,9877,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9877.jsonl,20,success,,2026-05-19T20:59:31+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9877},1
session_result,2025,9883,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9883.jsonl,20,success,,2026-05-19T20:59:37+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9883},1
session_result,2025,9888,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9888.jsonl,20,success,,2026-05-19T20:59:43+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9888},1
session_result,2025,9896,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9896.jsonl,20,success,,2026-05-19T20:59:49+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9896},1
session_result,2025,9904,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9904.jsonl,20,success,,2026-05-19T20:59:55+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9904},1
session_result,2025,9912,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9912.jsonl,20,success,,2026-05-19T21:00:02+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9912},1
session_result,2025,9920,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/session_result/year=2025/session_key=9920.jsonl,20,success,,2026-05-19T21:00:08+00:00,failed,HTTP 429 rate limit for session_result params={'session_key': 9920},1
weather,2023,9086,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9086.jsonl,0,failed,"HTTP 404 for weather params={'session_key': 9086}: {""detail"":""No results found.""}",2026-05-19T21:00:14+00:00,failed,"HTTP 404 for weather params={'session_key': 9086}: {""detail"":""No results found.""}",1
weather,2023,9173,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9173.jsonl,158,success,,2026-05-19T21:00:20+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9173},1
weather,2023,9181,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9181.jsonl,190,success,,2026-05-19T21:00:26+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9181},1
weather,2023,9189,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9189.jsonl,108,success,,2026-05-19T21:00:32+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9189},1
weather,2023,9197,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9197.jsonl,156,success,,2026-05-19T21:00:38+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9197},1
weather,2023,9204,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9204.jsonl,90,success,,2026-05-19T21:00:45+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9204},1
weather,2023,9205,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9205.jsonl,183,success,,2026-05-19T21:00:51+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9205},1
weather,2023,9212,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9212.jsonl,94,success,,2026-05-19T21:00:57+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9212},1
weather,2023,9213,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9213.jsonl,168,success,,2026-05-19T21:01:03+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9213},1
weather,2023,9220,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2023/session_key=9220.jsonl,104,success,,2026-05-19T21:01:09+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9220},1
weather,2024,9673,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2024/session_key=9673.jsonl,165,success,,2026-05-19T21:01:15+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9673},1
weather,2025,9693,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9693.jsonl,178,success,,2026-05-19T21:01:21+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9693},1
weather,2025,9839,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9839.jsonl,154,success,,2026-05-19T21:01:28+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9839},1
weather,2025,9845,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9845.jsonl,76,success,,2026-05-19T21:01:34+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9845},1
weather,2025,9850,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9850.jsonl,149,success,,2026-05-19T21:01:40+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9850},1
weather,2025,9858,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9858.jsonl,141,success,,2026-05-19T21:01:46+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9858},1
weather,2025,9864,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9864.jsonl,104,success,,2026-05-19T21:01:52+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9864},1
weather,2025,9869,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9869.jsonl,152,success,,2026-05-19T21:01:58+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9869},1
weather,2025,9877,/content/drive/MyDrive/openf1_big_data_pipeline/data/bronze/weather/year=2025/session_key=9877.jsonl,162,success,,2026-05-19T21:02:04+00:00,failed,HTTP 429 rate limit for weather params={'session_key': 9877},1
